p10,p25,p50,p75,p90,metric,comid,result_type,gageid,gagetype,station_nm,lat,lon,MP_metric,class3_id,class3_name,CLASS_NAME
1,1,4,5.5,8.400000000000002,Peak_Dur_5,22591891,observed,10257550,ALT,WHITEWATER R A WINDY PT NR WHITE WATER CA,33.8989045,-116.6211256,0.7000000000000001,2,MIXED,low-volume snowmelt and rain
1004.9,1004.9,1004.9,1004.9,1004.9,Peak_10,22591891,observed,10257550,ALT,WHITEWATER R A WINDY PT NR WHITE WATER CA,33.8989045,-116.6211256,0.7000000000000001,2,MIXED,low-volume snowmelt and rain
492,492,492,492,492,Peak_2,22591891,observed,10257550,ALT,WHITEWATER R A WINDY PT NR WHITE WATER CA,33.8989045,-116.6211256,0.7000000000000001,2,MIXED,low-volume snowmelt and rain
743.4000000000001,743.4000000000001,743.4000000000001,743.4000000000001,743.4000000000001,Peak_5,22591891,observed,10257550,ALT,WHITEWATER R A WINDY PT NR WHITE WATER CA,33.8989045,-116.6211256,0.7000000000000001,2,MIXED,low-volume snowmelt and rain
1,1,1,1.25,1.7000000000000002,Peak_Fre_10,22591891,observed,10257550,ALT,WHITEWATER R A WINDY PT NR WHITE WATER CA,33.8989045,-116.6211256,0.7000000000000001,2,MIXED,low-volume snowmelt and rain
1,3,6,10,12.4,Peak_Fre_2,22591891,observed,10257550,ALT,WHITEWATER R A WINDY PT NR WHITE WATER CA,33.8989045,-116.6211256,0.7000000000000001,2,MIXED,low-volume snowmelt and rain
1,1,2,3.5,4.4,Peak_Fre_5,22591891,observed,10257550,ALT,WHITEWATER R A WINDY PT NR WHITE WATER CA,33.8989045,-116.6211256,0.7000000000000001,2,MIXED,low-volume snowmelt and rain
68.69999999999999,127,153.5,191.5,233.90000000000003,DS_Dur_WS,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
209.7,267.75,295,326.75,344.90000000000003,DS_Tim,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
0,0,0.13,0.505,0.8230000000000004,DS_Mag_50,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
0.00599999999999999,0.072,0.28600000000000003,1.00875,1.494399999999999,DS_Mag_90,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
3.3,3.75,5.5,7.5,8.4,FA_Dur,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
1.9319092131892448,2.083639452112406,2.283374951863279,2.6452007107382705,3.088693416084846,FA_Mag,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
14.2,16,18,31.25,53.3,FA_Tim,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
0.05156299840510363,0.06291050903119863,0.08901515151515149,0.09948593073593072,0.1495405956752346,SP_ROC,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
62.6,87.75,140,179.25,223,SP_Dur,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
0.619,1.4249999999999998,2.655,6.6275,17.174000000000017,SP_Mag,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
104.3,122.5,144.5,168.75,195.1,SP_Tim,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
23,35,61,90,115,Wet_BFL_Dur,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
0,0.034,0.236,0.66,0.884,Wet_BFL_Mag_10,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
0.275,0.56,1,2,4.1,Wet_BFL_Mag_50,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
18,56,82,103,139,Wet_Tim,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
88.1,95.75,112,127,132.39999999999998,Peak_Tim_10,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
106.8,125,144,176.5,215.1,Peak_Tim_2,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
92.8,106.5,114,139.75,148.10000000000002,Peak_Tim_5,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
1,1,3,7.75,12.700000000000005,Peak_Dur_10,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
2.6,8,24,71,127.4,Peak_Dur_2,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
2.6,4,6,10.5,32.20000000000002,Peak_Dur_5,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
21.88,21.88,21.88,21.88,21.88,Peak_10,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
2.35,2.35,2.35,2.35,2.35,Peak_2,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
7.700000000000001,7.700000000000001,7.700000000000001,7.700000000000001,7.700000000000001,Peak_5,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
1,1,1,1.75,3.1000000000000005,Peak_Fre_10,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
1,1,2,4,6,Peak_Fre_2,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
1,1,2,2.5,3.8000000000000007,Peak_Fre_5,22591957,observed,10257720,ALT,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,0.13333333333333333,2,MIXED,low-volume snowmelt and rain
128.5,163.5,194.5,226.25,259.5,DS_Dur_WS,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
230.8,243,266,278,299.40000000000003,DS_Tim,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
0.955,1.6125000000000005,3.3249999999999997,5.7749999999999995,11.5,DS_Mag_50,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
3.773,5.736000000000001,9.62,19.775,30.260000000000005,DS_Mag_90,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
2,3,5,7,9,FA_Dur,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
4.523400885543789,7.416617777234133,12.995960395845408,31.986190521930116,77.98451284164234,FA_Mag,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
2,19,36,47,60,FA_Tim,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
0.0426432441270571,0.05500576036866356,0.0645497311827957,0.07539775215297033,0.09599761051373952,SP_ROC,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
41.7,60.75,88,112.25,147.3,SP_Dur,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
68,128,339,1660,4076,SP_Mag,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
116.2,148,176,199,213,SP_Tim,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
27.6,50,70,114.5,141,Wet_BFL_Dur,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
4.295,7.498,15,24.3,41.20000000000002,Wet_BFL_Mag_10,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
10.400000000000002,19.75,48.5,107.25,214.4,Wet_BFL_Mag_50,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
45.00000000000001,67,96,118,137,Wet_Tim,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
82,100,122.5,137.25,151,Peak_Tim_10,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
87,113,130,147.25,160.8,Peak_Tim_2,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
80.60000000000001,107.25,123.75,149.5,161.00000000000003,Peak_Tim_5,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
1,1,1,2.5,3,Peak_Dur_10,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
1,1,3,5,9,Peak_Dur_2,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
1,1.25,2,5,6.900000000000002,Peak_Dur_5,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
7730,7730,7730,7730,7730,Peak_10,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
1480,1480,1480,1480,1480,Peak_2,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
4272.000000000001,4272.000000000001,4272.000000000001,4272.000000000001,4272.000000000001,Peak_5,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
1,1,1,2,2,Peak_Fre_10,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
1,1,2,3,4,Peak_Fre_2,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
1,1,1,2.75,3,Peak_Fre_5,22658309,observed,10260500,ALT,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,0.6896551724137931,2,MIXED,low-volume snowmelt and rain
174,190,198,205,223,DS_Dur_WS,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
345,357,361.5,373.75,382.7000000000001,DS_Tim,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
0.928,4.78,14,19,27.4,DS_Mag_50,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
14.120000000000005,20,24,34,44.55999999999999,DS_Mag_90,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
2,3,4,7,10,FA_Dur,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
12.889569963653315,17.16380110354711,25.53265698519249,41.29925966966273,54.564396255866065,FA_Mag,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
0,0,3,6.5,23.699999999999985,FA_Tim,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
0.02464610357089202,0.02883022774327122,0.03224830624250704,0.03701614848320685,0.04656909469263652,SP_ROC,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
58.1,72.5,84.5,96.75,106.9,SP_Dur,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
117.1,137,231,296.25,381.2,SP_Mag,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
262.3,267.25,276,287,300.9,SP_Tim,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
55.8,72.5,86,106,125.4,Wet_BFL_Dur,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
22.3,30.785000000000004,51,72.65,85.584,Wet_BFL_Mag_10,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
68.66,81,101.5,163.5,221.2,Wet_BFL_Mag_50,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
171.2,184,195,203,212.6,Wet_Tim,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
161.2,262,266,274.5,274.8,Peak_Tim_10,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
242,250,257,261,270.5,Peak_Tim_2,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
210.8,245,261,271,273.5,Peak_Tim_5,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
1,1,2,3,8.999999999999996,Peak_Dur_10,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
5,11,15,39,55,Peak_Dur_2,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
1.8,3,6,8,12.599999999999998,Peak_Dur_5,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
466.8,466.8,466.8,466.8,466.8,Peak_10,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
267,267,267,267,267,Peak_2,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
429.4000000000002,429.4000000000002,429.4000000000002,429.4000000000002,429.4000000000002,Peak_5,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
1,1,1,1,1.5999999999999996,Peak_Fre_10,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
1,1,2,3,3,Peak_Fre_2,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
1,1,1,2,2.1999999999999993,Peak_Fre_5,8915935,observed,10290500,ALT,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.3246032,0.8723404255319149,NA,NA,NA
181,205,224,238,253,DS_Dur_WS,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
303,314.5,330,339,348,DS_Tim,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
35.3,46,60,77.75,97.30000000000004,DS_Mag_50,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
59.960000000000015,75.8,102,151.8,204.24000000000012,DS_Mag_90,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
2,3,3,5,6,FA_Dur,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
63.12358785907417,92.55417179530316,122.49310861338104,190.96544705400905,503.3164040587392,FA_Mag,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
1,13,31,51.25,59.9,FA_Tim,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
0.04245283018867924,0.04746322495242823,0.05494505494505494,0.0651229522485429,0.08118500716365484,SP_ROC,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
47,58,68,79,88,SP_Dur,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
613,921,1360,1755,2230,SP_Mag,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
240,250,261,268.5,278,SP_Tim,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
53.900000000000006,65.25,74,90,101.30000000000004,Wet_BFL_Dur,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
99.97,142.375,205.1,294.025,367.0500000000001,Wet_BFL_Mag_10,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
271.2,408,610.5,853.625,1143.5000000000016,Wet_BFL_Mag_50,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
157.89999999999998,173,184.5,192,202.2,Wet_Tim,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
214.5,232.5,249.25,263,267.3,Peak_Tim_10,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
231,237.375,248.25,254.75,260.25,Peak_Tim_2,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
231.6,238,247,263.75,272.2,Peak_Tim_5,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
1,1,2,9,12.4,Peak_Dur_10,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
2,5.25,12.5,22.75,44,Peak_Dur_2,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
1,2,7,14,24.4,Peak_Dur_5,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
2910,2910,2910,2910,2910,Peak_10,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
1590,1590,1590,1590,1590,Peak_2,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
2290,2290,2290,2290,2290,Peak_5,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
1,1,1,1.75,2.1999999999999993,Peak_Fre_10,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
1,2,2,3,4,Peak_Fre_2,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
1,1,2,3,4.199999999999999,Peak_Fre_5,946050152,observed,10296500,ALT,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.4498872,0.7428571428571429,NA,NA,NA
124.5,185.5,223,243.5,253.1,DS_Dur_WS,8943677,observed,103366092,ALT,"UPPER TRUCKEE RV AT HWY 50 ABV MEYERS, CA",38.8485185,-120.0271275,0.8750000000000001,NA,NA,NA
285,300.5,309.5,313.75,331,DS_Tim,8943677,observed,103366092,ALT,"UPPER TRUCKEE RV AT HWY 50 ABV MEYERS, CA",38.8485185,-120.0271275,0.8750000000000001,NA,NA,NA
6.942500000000001,9.2125,13.25,17.537499999999998,23.580000000000005,DS_Mag_50,8943677,observed,103366092,ALT,"UPPER TRUCKEE RV AT HWY 50 ABV MEYERS, CA",38.8485185,-120.0271275,0.8750000000000001,NA,NA,NA
11.6214,20.554999999999996,32.25500000000002,45.36749999999999,73.65800000000009,DS_Mag_90,8943677,observed,103366092,ALT,"UPPER TRUCKEE RV AT HWY 50 ABV MEYERS, CA",38.8485185,-120.0271275,0.8750000000000001,NA,NA,NA
2,2.75,4,5,7.099999999999998,FA_Dur,8943677,observed,103366092,ALT,"UPPER TRUCKEE RV AT HWY 50 ABV MEYERS, CA",38.8485185,-120.0271275,0.8750000000000001,NA,NA,NA
14.934454696960664,25.911266680706255,45.48707948873461,62.91311546732305,148.55051580210582,FA_Mag,8943677,observed,103366092,ALT,"UPPER TRUCKEE RV AT HWY 50 ABV MEYERS, CA",38.8485185,-120.0271275,0.8750000000000001,NA,NA,NA
